,id
76,1431743667920723968
77,1431704436439650312
78,1431598467135201284
79,1431146551120998403
80,1431042173986873346
81,1430989901978390530
82,1430989759715942402
83,1430876191129575424
84,1430746776911417348
85,1430648962126516224
86,1430641697374052353
87,1430623176724201476
88,1430617985962717198
89,1430549067696848899
90,1430547721451184133
91,1430123077296349184
0,1430046112606564353
1,1429982709544230930
2,1429956246971559936
3,1429913054532145183
4,1429903882415656967
5,1429661914901094402
6,1429654478094053376
7,1429645684953829380
8,1429645197709910017
9,1429619585217671177
10,1429582345011560449
11,1429577760268242955
12,1429573180981657600
13,1429572488288034818
14,1429561731731365890
15,1429540627935543303
16,1429539571734179844
17,1429517816835842056
18,1429517065795215360
19,1429516410649202697
20,1429510210809434117
21,1429504724856827904
22,1429487383133708297
23,1429374390345547787
24,1429283580488736771
25,1429061417747968005
26,1429000205597294594
27,1428805811959209990
28,1428694707174002692
29,1428690562325041162
30,1428688744727597059
31,1428643658937606146
32,1428635152796770308
33,1428635068109672453
34,1428446131374133248
35,1428446017641492485
36,1428365909362561026
37,1428330624448880647
38,1428303014494973958
39,1428300236133371905
40,1428288373169565709
41,1428283876921729028
42,1428159654849355781
43,1428110338151620614
44,1428110273286742021
45,1428109054669381634
46,1428097321615691779
47,1428096490677936131
48,1428084559132962816
49,1428084429919080453
50,1428084354723495938
51,1428079322972176393
52,1428051962168320008
53,1428049889326477314
54,1428025335925202951
55,1428014223234326532
56,1428012515485704199
57,1428009446563741700
58,1427972380706578439
59,1427893709262278658
60,1427784103961714695
61,1427784028107808774
62,1427658141064368134
63,1427587853639471123
64,1427585633283985429
65,1427585437779042305
66,1427356253152555013
67,1427355694605508610
68,1427320382915235841
69,1427247353719934979
70,1427155975090409475
71,1426992545498816519
72,1426981575401615375
73,1426975163728285701
74,1426942529384103936
75,1426918790273638400
76,1426906680894316545
77,1426892375704719367
78,1426889864121827331
79,1426887119331545088
80,1426886452798017538
81,1426885958805434375
82,1426841336846688259
83,1426837888646270977
84,1426705229500665856
85,1426638154195509250
86,1426612398908116994
87,1426601648361656327
88,1426600705603686404
89,1426583138495602689
90,1426574977726308356
91,1426566791480811523
92,1426566607799783425
93,1426471229599322112
94,1426469473444302848
95,1426459159487127556
96,1426453899389644804
97,1426450706026745861
0,1426447018059173894
1,1426415233304829953
2,1426409751093649410
3,1426404840171884544
4,1426385107141734400
5,1426382144935448582
6,1426361967443255302
7,1426361507017859075
8,1426316255192039425
9,1426310550108229636
10,1426308546388504578
11,1426298258427715584
12,1426283616313638914
13,1426268208739278851
14,1426260199296442371
15,1426237939957207040
16,1426235521358077954
17,1426221691634655235
18,1426221155212537859
19,1426213925767585794
20,1426213353408565248
21,1426031121054240768
22,1426020692231819270
23,1425921772801564672
24,1425910655710679040
25,1425873706811863041
26,1425871171845640192
27,1425871046729633795
28,1425870925602328576
29,1425870725911486470
30,1425870269566967808
31,1425870189837488128
32,1425870116860817410
33,1425870024305119232
34,1425837591052554243
35,1425833054338109446
36,1425829609287741445
37,1425829456246034440
38,1425828327630151691
39,1425827862594998277
40,1425728899846049795
41,1425536364548968450
42,1425497296972681218
43,1425494083829706755
44,1425384113268092929
45,1425373469743665154
46,1425316493508718592
47,1425249506581524484
48,1425241594861551621
49,1425224476988485636
50,1425222215612706820
51,1425222101250813955
52,1425178301987901441
53,1425163529288622080
54,1425123287684767754
55,1425116744083968000
56,1425116579184926723
57,1425116528341553152
58,1425095144559235081
59,1425091107977940992
60,1424776645978693632
61,1424690967454511107
62,1424672840243195904
63,1424671628399726596
64,1424624205006614528
65,1424615676728258561
66,1424596145897156609
67,1424520858958106628
68,1424414161250013185
69,1424356399644135430
70,1424351188343005190
71,1424350461738500103
72,1424349753077342215
73,1424212403114283012
74,1424136368238862337
75,1424043261824483329
76,1424027304389496832
77,1424025681286115337
78,1423736082991091713
79,1423708011315482624
80,1423707531805962245
81,1423618401096716295
82,1423285538333761546
83,1423250773496975363
84,1423225735007907843
85,1423211139287207942
86,1422966122249342981
87,1422822078475026433
88,1422647537757007881
89,1422647304067162114
90,1422646056286932997
91,1422572954257350658
92,1422214563613839360
0,1422064216215801858
1,1421853555468558339
2,1421853232507195396
3,1421793695477686273
4,1421649781127106560
5,1421390549270114306
6,1421389012699332611
7,1421389010983956483
8,1421386825948618758
9,1421386823352438785
10,1421386820571512841
11,1421150538054324224
12,1421150372085698564
13,1421072854964178944
14,1420984190116503557
15,1420962763694878723
16,1420846464096419847
17,1420669104487243778
18,1420666887634104320
19,1420664116780310530
20,1420651397431713794
21,1420635641721720833
22,1420626629945090049
23,1420466982462296069
24,1420466852388646914
25,1420148101843759110
26,1420127705282928642
27,1420127591713763329
28,1420127230752002048
29,1420115014321688584
30,1420110216876593154
31,1420034524570865664
32,1420021311150120965
33,1420019149925928966
34,1419954203263262726
35,1419828494763061249
36,1419571812338446336
37,1419499665863581703
38,1419442682682740740
39,1419381476857159690
40,1419227427876663300
41,1419069144851431424
42,1419064267232448517
43,1419033034725249028
44,1419012253840510976
45,1418995894964428800
46,1418903819111575570
47,1418447653470359554
48,1418294260953198594
49,1418256629267578885
50,1418227747453693961
51,1418226564894924802
52,1418117884027547648
53,1418023892745129987
54,1418022383328374785
55,1417830852445233152
56,1417814402594746369
57,1417791453573656578
58,1417690693875769345
59,1417563489586008069
60,1417543198705135622
61,1417541011044245508
62,1417540426278526983
63,1417539043068420100
64,1417538161077592064
65,1417535478803439621
66,1417394739045969920
67,1417330683433955337
68,1417214918558982146
69,1417155741996158976
70,1417151455723757572
71,1417151419069648896
72,1417151159920431104
73,1417151139720667137
74,1417139656337014785
75,1416825288500121607
76,1416824913743208452
77,1416824147745853444
78,1416824010722222084
79,1416821220901801988
80,1416807207660834819
81,1416802354268094468
82,1416796641131220993
83,1416766774234734601
84,1416747536828796938
85,1416708813126766595
86,1416703942608789505
87,1416659188751638532
88,1416659162927226888
89,1416659149660712960
90,1416659123790254090
91,1416659109512847361
92,1416658821976526853
93,1416658777231659011
94,1416658760626364416
95,1416658740527259650
96,1416658404756443141
97,1416658371478835203
0,1416657859299872769
1,1416657852391780355
2,1416657686771298304
3,1416657519779323905
4,1416657377936371713
5,1416657181898772482
6,1416654343424516098
7,1416654086246604801
8,1416653808139063302
9,1416653766086991877
10,1416575739164516352
11,1416570620272422912
12,1416493135912443904
13,1416481894334668808
14,1416481619981000705
15,1416481325343719426
16,1416474533368827906
17,1416471845776265220
18,1416466191342874625
19,1416426814713450496
20,1416426799983067137
21,1416286686141681665
22,1416225737934139392
23,1416139546207608832
24,1416057268811010052
25,1416044054396215296
26,1416043265632186372
27,1415732776448499715
28,1415648849922768897
29,1415571827422793730
30,1415514432671608835
31,1415513438646767616
32,1415464768207343619
33,1415459497259188227
34,1415371545581703169
35,1415257223404695553
36,1415133627961155584
37,1415090943670116356
38,1415090864125214721
39,1415090599347122178
40,1415090467100794880
41,1415090430165741568
42,1415090040603033601
43,1415089555141799938
44,1415089200114946051
45,1414990735745638403
46,1414801666759565330
47,1414659352980508675
48,1414509099849498632
49,1414285625667301380
50,1414240245378215938
51,1414208875100872707
52,1414194290528555012
53,1414190493601345538
54,1414177956944044033
55,1414175892574806016
56,1414174123484401668
57,1414151042456035329
58,1414085922828607488
59,1413909912820797442
60,1413762724685877248
61,1413645624222928904
62,1413645471587971083
63,1413645323986030592
64,1413456666922676227
65,1413388613841084417
66,1413369764567728132
67,1413340977750753283
68,1413326513731162121
69,1413302314195030017
70,1413296660634083331
71,1413271588032716800
72,1413219814101843971
73,1413219351788888064
74,1413219195131600896
75,1413219007121948672
76,1413218974683131905
77,1413075678728179713
78,1413050738008379399
79,1413043211791073280
80,1413003907027062786
81,1413003371209011201
82,1412945615940554754
83,1412905647260192782
84,1412903305521467397
85,1412800620122214415
86,1412792670263644162
87,1412791484303110150
88,1412781566036742145
89,1412694485373534209
90,1412665374936498176
91,1412529395177299969
92,1412509111275692032
93,1412493995343814663
94,1412493557575913489
95,1412493438306684935
96,1412493339157483529
97,1412483800274243589
98,1412456743557287940
99,1412275903376150530
0,1412189027709689857
1,1412102881134657541
2,1412002943751049219
3,1411987216423866370
4,1411912885702377475
5,1411868915622453249
6,1411823457545842688
7,1411803368771686404
8,1411778717551140865
9,1411778505881407488
10,1411686097869025281
11,1411667086120783876
12,1411626978415943682
13,1411619950335234049
14,1411619802595069952
15,1411619537364062212
16,1411578917182312448
17,1411578901206233098
18,1411578886333243394
19,1411578865126809601
20,1411578848995545088
21,1411578291148886017
22,1411578263135158277
23,1411577661948760064
24,1411577488996593669
25,1411577288160727041
26,1411576975164989444
27,1411576837419847680
28,1411568011409039363
29,1411540921011802114
30,1411519202502926336
31,1411469069828513792
32,1411459897124954125
33,1411450421613187072
34,1411441639768223744
35,1411441606180302849
36,1411420685621248000
37,1411420330560737281
38,1411413483439083521
39,1411413151963357185
40,1411399699286925312
41,1411238457683320833
42,1411190645771882496
43,1411179810630651905
44,1411165315455545344
45,1411146027298484226
46,1411107370453831683
47,1411098014609854464
48,1411093701707841536
49,1411023252714102786
50,1411015006733361153
51,1411014906170724354
52,1410995312127188993
53,1410932513678184451
54,1410796034821869569
55,1410783314512777216
56,1410764681883668481
57,1410714267087773698
58,1410707427192934416
59,1410692911591796739
60,1410649031295082499
61,1410620021299101696
62,1410478114623397888
63,1410410743657234435
64,1410298034739679233
65,1410179827068452865
66,1410141408359378952
67,1409833006647451649
68,1409688566066597892
69,1409631834435059716
70,1409597555101605893
71,1409514548755902464
72,1409514462562893826
73,1409511483806031874
74,1409430173011701760
75,1409404585228193793
76,1409404188824457219
77,1409403716013264896
78,1409375495750225925
79,1409375399973298181
80,1409346901745438721
81,1409346800142585857
82,1409346774007914498
83,1409329292475916292
84,1409296321295622144
85,1409296044278620160
86,1409253923119063041
87,1409252689410732040
88,1409221863734185991
89,1409189345572102148
90,1409179842021519366
91,1409168387763322882
92,1408488921240059909
93,1408361189118148614
94,1408359861943894022
0,1408251919609458689
1,1408235799494025216
2,1408235645336649729
3,1408235495197339652
4,1408235073380311040
5,1408235043420397569
6,1408234924075749377
7,1408234843691839490
8,1408194210797436933
9,1408191901547827210
10,1408180559805915143
11,1407961866463293441
12,1407956898175930368
13,1407955729659555842
14,1407937510358110209
15,1407862976867012608
16,1407862906511708162
17,1407819683290439683
18,1407818406397550596
19,1407725738204143620
20,1407628852134768646
21,1407517625387782147
22,1407467983593558016
23,1407348394180452354
24,1407348348592529410
25,1406996515332182020
26,1406892275578322945
27,1406830765560713217
28,1406775183453663233
29,1406738206633054208
30,1406736257271599105
31,1406720079614578690
32,1406704537252073477
33,1406700498955214851
34,1406693411692986383
35,1406668941980753922
36,1406665687351791616
37,1406665516282904577
38,1406665006385700866
39,1406664935262900228
40,1406664826768834560
41,1406647475188862987
42,1406634195766726657
43,1406625677055455234
44,1406619774516400128
45,1406603604312485889
46,1406601833527746563
47,1406574300790919170
48,1406541829831540736
49,1406534608896679941
50,1406519175632334851
51,1406517879760109575
52,1406515355879710728
53,1406514991906410498
54,1406514628897685505
55,1406511483563950080
56,1406510372438302722
57,1406509976592527362
58,1406509614850510854
59,1406509559141715969
60,1406509546936303619
61,1406509533417984002
62,1406509515390869506
63,1406509497175007232
64,1406509349648822279
65,1406509197722673156
66,1406509110007418881
67,1406508813855838208
68,1406508766393114624
69,1406508747690704899
70,1406508728333922306
71,1406508528815247360
72,1406508434254598150
73,1406508426188845059
74,1406508309750894600
75,1406508291002454016
76,1406507782757437444
77,1406507645989576707
78,1406507438329667589
79,1406507277268316167
80,1406504827060776961
81,1406504417726140417
82,1406504350277509123
83,1406498543758561281
84,1406479263121870855
85,1406398178186829826
86,1406394968646635520
87,1406390552031989760
88,1406358544677543938
89,1406317061903732738
90,1406313093190209539
91,1406256634800840706
92,1406233349543272454
93,1406208371368333313
94,1406192814656950272
95,1406145632713150466
96,1406105034518142976
97,1406035773305012226
98,1406035609328701441
99,1406021724202799104
0,1406007742863753216
1,1405985265613746182
2,1405977399733501955
3,1405917832462876681
4,1405912318060363778
5,1405894206334279681
6,1405883540630351875
7,1405854847413506052
8,1405847012000600067
9,1405845126044438530
10,1405741119015583746
11,1405740448031805440
12,1405722337928826883
13,1405677354962194433
14,1405649898259709954
15,1405644598685310980
16,1405458903391932416
17,1405340847449595905
18,1405340637881270276
19,1405310536565366788
20,1405220746943729664
21,1405195842588491777
22,1404959831711092737
23,1404921764774252544
24,1404878413970788353
25,1404850412511969286
26,1404782940261847043
27,1404458571778174981
28,1404458569374834694
29,1404458567294492672
30,1404458563729305604
31,1404343842992791559
32,1404343375633977344
33,1404343125544509440
34,1404167728974475265
35,1404122704773533706
36,1404066370275332096
37,1403828156637892608
38,1403827412576710666
39,1403788646914867205
40,1403788133548888064
41,1403771405158678528
42,1403739170405748739
43,1403734493169696768
44,1403732550741368841
45,1403731055010631685
46,1403710218027114497
47,1403698813982760972
48,1403691137806868487
49,1403688629113864194
50,1403684580104699904
51,1403658964894629891
52,1403649184633430017
53,1403636704716656645
54,1403630805243531266
55,1403615173726855169
56,1403607074479693824
57,1403594597805211648
58,1403474699053584390
59,1403313790343684097
60,1403260662017527819
61,1403003750768386049
62,1402949747586052096
63,1402916847754760192
64,1402894421503352832
65,1402877557939347458
66,1402877470089560064
67,1402777899967549443
68,1402753047428702209
69,1402750825814847490
70,1402731954525638659
71,1402700984376197122
72,1402700476966084609
73,1402699061346459650
74,1402698157323022338
75,1402698123181395968
76,1402654970550403080
77,1402618544471302150
78,1402554058569748482
79,1402550357062930438
80,1402549543518961671
81,1402546276298903553
82,1402451930853658627
83,1402451504318107649
84,1402426986266599427
85,1402316947602034690
86,1402262249587318784
87,1402231714068369408
88,1402134048688967680
89,1402048589535264779
90,1401842079442128900
91,1401778549351063553
92,1401774479559233536
93,1401774368150233088
94,1401772864030789635
95,1401659300750135296
96,1401497253886431233
97,1401497216288759814
98,1401496177879748612
0,1401496069217914881
1,1401493808374816773
2,1401493783989166082
3,1401492814576422916
4,1401489488199798784
5,1401489476535427075
6,1401489441714327555
7,1401480807164923906
8,1401479431219261443
9,1401479153505931265
10,1401473254276087808
11,1401473223955464192
12,1401463672992681984
13,1401459591100174337
14,1401459280423882752
15,1401457914997575683
16,1401440575547707395
17,1401440370509103108
18,1401431989937377281
19,1401431196395921410
20,1401431176162668549
21,1401431163349073920
22,1401431142339780608
23,1401431128502726656
24,1401431000077410305
25,1401430741867663361
26,1401430642060111878
27,1401429603466375168
28,1401429570843136001
29,1401429534910521345
30,1401429221495304195
31,1401429043237449728
32,1401428861741527046
33,1401428628664033281
34,1401428430273486848
35,1401328482899181570
36,1401254656311922688
37,1401224500767645697
38,1401202765628526593
39,1401202746921869315
40,1401195818019737606
41,1401184547622899719
42,1401175795867951109
43,1401175239858421762
44,1401174997343870981
45,1401174264649244674
46,1401171635617501190
47,1401114782082605061
48,1401111959534063616
49,1401108291430674439
50,1401107082687008769
51,1401025470498435073
52,1401025287672897539
53,1401019638679441409
54,1400898053884817408
55,1400894335411908611
56,1400888541865922562
57,1400874351646298112
58,1400864277775278080
59,1400845363779538950
60,1400840891103805443
61,1400840888201322498
62,1400836099845484550
63,1400827967261995016
64,1400827289173041158
65,1400824470739111938
66,1400824425994350594
67,1400820139520446466
68,1400811025159507972
69,1400793145856638976
70,1400792550655549445
71,1400792356274724867
72,1400792193539866629
73,1400792143363547146
74,1400792078427303941
75,1400791858289156100
76,1400791670522712066
77,1400791139544797185
78,1400789945959161858
79,1400787800585248770
80,1400787626320355330
81,1400721382800044033
82,1400665719675658243
83,1400665350098669662
84,1400543084056825858
85,1400526904529141766
86,1400522909391540227
87,1400516720834514951
88,1400509525489176576
89,1400508858603290627
90,1400507785742151680
91,1400475977826942976
92,1400460922380984329
93,1400460884896485390
94,1400427444344082436
95,1400374847817981952
96,1400361518055800837
97,1400356240039972869
98,1400312733464104961
99,1400312680599023616
0,1400312605399420928
1,1400304020011380736
2,1400292481716002818
3,1400286853199106055
4,1400283230691946501
5,1400206072951054349
6,1400188109459951619
7,1400162371910488074
8,1400162149079584769
9,1400151873336725510
10,1400095453417332736
11,1400094706156118016
12,1400086326523748356
13,1400058924405907457
14,1400052630051725319
15,1400044882404646913
16,1400038887968280580
17,1400030386219069441
18,1399984569672081410
19,1399926204849926145
20,1399920755559702532
21,1399919885577191424
22,1399919538863362056
23,1399919264681787392
24,1399916368036720641
25,1399803537614327808
26,1399789999910838272
27,1399788425298026496
28,1399747312306450433
29,1399646191206473733
30,1399646048516198406
31,1399596379824017412
32,1399562033490579461
33,1399557725684596743
34,1399541583494537216
35,1399497032931315712
36,1399472150944256000
37,1399464413384556551
38,1399460401876664322
39,1399459644158873601
40,1399444325365256192
41,1399412429906333707
42,1399392206201397249
43,1399384328526729216
44,1399359646486306816
45,1399355177266814978
46,1399350928675794944
47,1399347047531106311
48,1399340707572191233
49,1399338244181950472
50,1399331500844142596
51,1399330402506993668
52,1399329449410064388
53,1399302265551290368
54,1399208437117034496
55,1399203122178785280
56,1399098661771087878
57,1399021789972340736
58,1399021721126981635
59,1399009715124936705
60,1398941921137946626
61,1398899969248030721
62,1398706388726169603
63,1398667188639354881
64,1398661155048984576
65,1398594027608498183
66,1398547273261387776
67,1398524375008153600
68,1398487544564695040
69,1398445367792971777
70,1398280037581737987
71,1398269994069336066
72,1398264556405788678
73,1398256741817667592
74,1398253285816082435
75,1398234974994636800
76,1398021777222217728
77,1398020886565949449
78,1398020646156881928
79,1398008016348266503
80,1397894113211699205
81,1397875216550961153
82,1397865843720065024
83,1397842953138184194
84,1397779381460799489
85,1397779071472488448
86,1397582161448824840
87,1397581772255342592
88,1397563382757216262
89,1397326350311112704
90,1397260592075915275
91,1397154193522282498
92,1397101900563156992
93,1397077108069998593
94,1397063009068097539
95,1396964976456208385
0,1396845530324426753
1,1396733096976912385
2,1396718433186811905
3,1396718296045604871
4,1396718258041114624
5,1396718148716572674
6,1396712456018436096
7,1396712309993754628
8,1396563835025199106
9,1396530231004090374
10,1396473002976587779
11,1396414020651999238
12,1396365026185859072
13,1396364411179347970
14,1396363892721438723
15,1396362230506033166
16,1396362217096826882
17,1396362204530700294
18,1396362188369973255
19,1396362177078992897
20,1396362145521180672
21,1396362132459905026
22,1396362113057058816
23,1396362082807730182
24,1396362064877158402
25,1396361801512603649
26,1396361768989958151
27,1396361384485560320
28,1396360990606823424
29,1396360858280906757
30,1396360665401487363
31,1396360504386330626
32,1396359918622429187
33,1396359818122645504
34,1396359458117226505
35,1396359372998017025
36,1396359282476552193
37,1396329533901524997
38,1396175158344290309
39,1396150698362892291
40,1396140318253359105
41,1396138372578557953
42,1396080718996987918
43,1396018701732700164
44,1395851909689393152
45,1395722484981305345
46,1395715135122116612
47,1395484890599239687
48,1395470693513326592
49,1395457160436457475
50,1395442201795067904
51,1395430419701567491
52,1395424614508007425
53,1395328033121210369
54,1395322360765558785
55,1395271897860902917
56,1395263830322601988
57,1395241504684318727
58,1395098194166566917
59,1395070489878466568
60,1395062789320974342
61,1394938192650924035
62,1394915585566388226
63,1394700600785338376
64,1394699859312091139
65,1394662835804909572
66,1394620320162660355
67,1394614095928860672
68,1394567095061471234
69,1394549535301582849
70,1394536825461514241
71,1394388677506355202
72,1394387590015438850
73,1394379499454742528
74,1394297032941080577
75,1394274071861506056
76,1394251512583376902
77,1394248106301173764
78,1394240550870552578
79,1394239619319799813
80,1394239383201484801
81,1394220997373403136
82,1394220886035636226
83,1394214320184066051
84,1394214080983060480
85,1394193684325756933
86,1394193643506831360
87,1394187467213787138
88,1394186726814339072
89,1394144598788739072
0,1394144557076414464
1,1394132586042040321
2,1394097589943816194
3,1394097142432600066
4,1394062085466693633
5,1394016528295776262
6,1394011105693892608
7,1394009174758023168
8,1394008793265156101
9,1394007712053272581
10,1394006729168465924
11,1394005933601271820
12,1394005320456880131
13,1394001272680816640
14,1393997406098706440
15,1393996358206451713
16,1393992234752614400
17,1393984038445064192
18,1393975225667121154
19,1393971414542159874
20,1393965566822555651
21,1393963343367401474
22,1393956629650026503
23,1393955996565835777
24,1393950921382453253
25,1393950289598705667
26,1393949546460426245
27,1393949490961424394
28,1393949448368271363
29,1393949319036817413
30,1393946326631469056
31,1393943219700834307
32,1393942996400418816
33,1393942754388889600
34,1393942319963926529
35,1393942115445448712
36,1393942022344511489
37,1393941359753527297
38,1393940098694062080
39,1393939347557081091
40,1393939217739173890
41,1393938061491261441
42,1393928341313396737
43,1393927590205788164
44,1393923995918012418
45,1393923503993274370
46,1393918987113730051
47,1393910799219892224
48,1393910658463375362
49,1393807804260102145
50,1393723403392196610
51,1393629497224740872
52,1393583889273135106
53,1393581403854577670
54,1393464667729801217
55,1393442193256304640
56,1393416978044395520
57,1393392081410805768
58,1393287586135920641
59,1393271879998349314
60,1393270936552493067
61,1393268649235034115
62,1393265339861975046
63,1393224565237501955
64,1393154209562963981
65,1393137213097988097
66,1392955311443496961
67,1392736492984864768
68,1392735890724769793
69,1392721278176415745
70,1392711952988663808
71,1392698724921475072
72,1392687027565387779
73,1392669450965438464
74,1392666327844737025
75,1392640963508535297
76,1392585123535613952
77,1392574438252548096
78,1392562983700557829
79,1392559885187878913
80,1392555397966225410
81,1392544592621232128
82,1392529072547254272
83,1392520956090986506
84,1392518172364836869
85,1392517535099023364
86,1392516955999936515
87,1392516064471257088
88,1392514554077224960
89,1392514468945358850
90,1392513569732796418
91,1392513379776929798
92,1392511699593228288
93,1392510454837121026
94,1392506457271148546
95,1392504982373429258
0,1392504461105319941
1,1392500391321899010
2,1392498456405504004
3,1392498439045275651
4,1392498416140226564
5,1392498380606115845
6,1392497575182303239
7,1392496888989970440
8,1392495893320851457
9,1392495762454433794
10,1392493807204110339
11,1392493088078106627
12,1392492783454154755
13,1392491437569105930
14,1392491241992974338
15,1392490765733879814
16,1392489237329633281
17,1392469021010792448
18,1392467660865114124
19,1392462208852844544
20,1392459532241031173
21,1392451110196051974
22,1392441312050257925
23,1392439724107649028
24,1392433036399104004
25,1392432544713306113
26,1392429885969211393
27,1392427448478756866
28,1392426521306951690
29,1392421109883043843
30,1392419698831024128
31,1392417742163091457
32,1392416454763450374
33,1392393877257076736
34,1392388715582996483
35,1392386835985444869
36,1392386633157206016
37,1392357271993143296
38,1392311915154612228
39,1392310122030854144
40,1392196182169038849
41,1392196035783667716
42,1392194085650243586
43,1392165983746502660
44,1392160960094277636
